cruise,depth,temperature,conductivity,salinity,density,oxygen2
EX1903L1,778.775,11.5295,4.03105,35.4102,1030.4935,3.8288
EX1903L1,778.775,11.529,4.030953,35.4097,1030.4933,3.8277
EX1903L1,778.865,11.5286,4.030939,35.41,1030.494,3.8278
EX1903L1,778.887,11.5279,4.030884,35.4101,1030.4942,3.8271
EX1903L1,778.887,11.527,4.030739,35.4094,1030.4944,3.8273
EX1903L1,778.977,11.5259,4.030614,35.4092,1030.4948,3.8268
EX1903L1,779.052,11.5252,4.030538,35.4091,1030.495,3.8264
EX1903L1,779.052,11.5244,4.030469,35.4092,1030.4955,3.8261
EX1903L1,779.09,11.5236,4.030393,35.4092,1030.4957,3.8313
EX1903L1,779.165,11.5236,4.030379,35.4091,1030.4957,3.8273
EX1903L1,779.217,11.5231,4.030323,35.409,1030.4962,3.8273
EX1903L1,779.202,11.5226,4.030254,35.4088,1030.4962,3.8218
EX1903L1,779.277,11.5218,4.030109,35.4081,1030.4961,3.8267
EX1903L1,779.389,11.5206,4.029984,35.4079,1030.4963,3.8271
EX1903L1,779.419,11.5198,4.02988,35.4076,1030.4968,3.8267
EX1903L1,779.442,11.5186,4.029749,35.4075,1030.4969,3.8272
EX1903L1,779.502,11.5176,4.029631,35.4072,1030.4978,3.827
EX1903L1,779.592,11.5165,4.029555,35.4075,1030.4979,3.8214
EX1903L1,779.554,11.5149,4.029382,35.4073,1030.4979,3.8206
EX1903L1,779.667,11.5138,4.029251,35.407,1030.4986,3.8207
EX1903L1,779.704,11.5126,4.029147,35.4072,1030.4988,3.8209
EX1903L1,779.831,11.5112,4.029015,35.4071,1030.4998,3.8205
EX1903L1,779.779,11.5106,4.028897,35.4065,1030.4996,3.8192
EX1903L1,779.869,11.5093,4.028821,35.407,1030.5,3.8198
EX1903L1,779.944,11.5085,4.028725,35.4068,1030.5002,3.825
EX1903L1,780.004,11.5079,4.028648,35.4066,1030.5006,3.8211
EX1903L1,780.034,11.5072,4.028607,35.4069,1030.501,3.8156
EX1903L1,780.116,11.5067,4.028572,35.407,1030.5016,3.8149
EX1903L1,780.169,11.5063,4.028531,35.4068,1030.5017,3.8152
EX1903L1,780.199,11.5064,4.028524,35.4067,1030.5017,3.8147
EX1903L1,780.281,11.506,4.028524,35.407,1030.5023,3.8145
EX1903L1,780.311,11.5058,4.028524,35.4072,1030.5024,3.8143
EX1903L1,780.446,11.5058,4.028552,35.4074,1030.5028,3.8143
EX1903L1,780.393,11.506,4.028503,35.4068,1030.5026,3.8143
EX1903L1,780.483,11.5059,4.028489,35.4067,1030.5031,3.8146
EX1903L1,780.558,11.5058,4.028489,35.4067,1030.5037,3.8095
EX1903L1,780.618,11.5058,4.02851,35.4069,1030.5036,3.8147
EX1903L1,780.648,11.5057,4.028496,35.4069,1030.5036,3.8145
EX1903L1,780.671,11.5056,4.028489,35.407,1030.5037,3.8144
EX1903L1,780.783,11.5057,4.028489,35.4068,1030.5044,3.8153
EX1903L1,780.813,11.5056,4.028462,35.4066,1030.5043,3.81
EX1903L1,780.835,11.505,4.028427,35.4068,1030.5041,3.8158
EX1903L1,780.925,11.5049,4.028365,35.4063,1030.5049,3.8171
EX1903L1,781.008,11.5047,4.028372,35.4065,1030.5052,3.8122
EX1903L1,781.008,11.5042,4.028358,35.4068,1030.5053,3.8113
EX1903L1,781.09,11.504,4.028323,35.4066,1030.5059,3.8113
EX1903L1,781.12,11.5042,4.028365,35.4069,1030.5059,3.8114
EX1903L1,781.173,11.5047,4.028386,35.4065,1030.5062,3.8117
EX1903L1,781.203,11.5044,4.028358,35.4066,1030.5061,3.812
EX1903L1,781.285,11.5047,4.028372,35.4063,1030.5062,3.8117
EX1903L1,781.263,11.5047,4.028358,35.4062,1030.5066,3.8115
EX1903L1,781.397,11.5047,4.028372,35.4063,1030.5067,3.8114
EX1903L1,781.397,11.5045,4.028358,35.4063,1030.5068,3.8114
EX1903L1,781.487,11.5047,4.028351,35.4061,1030.5074,3.8115
EX1903L1,781.45,11.5047,4.028372,35.4063,1030.5071,3.8117
EX1903L1,781.562,11.5047,4.028358,35.4061,1030.5074,3.812
EX1903L1,781.592,11.5046,4.028372,35.4064,1030.5074,3.8069
EX1903L1,781.622,11.5045,4.028358,35.4062,1030.5077,3.8075
EX1903L1,781.652,11.5044,4.028351,35.4063,1030.5078,3.8074
EX1903L1,781.675,11.5044,4.028324,35.406,1030.508,3.8129
EX1903L1,781.727,11.5039,4.028289,35.4061,1030.5084,3.813
EX1903L1,781.817,11.5037,4.028255,35.4059,1030.5086,3.8085
EX1903L1,781.839,11.5037,4.02822,35.4056,1030.5088,3.8143
EX1903L1,781.817,11.5032,4.028261,35.4065,1030.5089,3.8101
EX1903L1,781.899,11.5035,4.028282,35.4063,1030.5094,3.8106
EX1903L1,781.952,11.5032,4.028227,35.4061,1030.5094,3.8168
EX1903L1,781.989,11.5034,4.028213,35.4057,1030.5091,3.8121
EX1903L1,782.064,11.5031,4.028185,35.4058,1030.5094,3.8122
EX1903L1,782.042,11.5032,4.028227,35.406,1030.5093,3.8123
EX1903L1,782.064,11.5032,4.02822,35.406,1030.5099,3.8125
EX1903L1,782.177,11.5032,4.028213,35.4058,1030.5102,3.8129
EX1903L1,782.154,11.5034,4.028213,35.4057,1030.5098,3.8079
EX1903L1,782.177,11.5032,4.028206,35.4058,1030.5099,3.8131
EX1903L1,782.267,11.5034,4.028234,35.4058,1030.5106,3.8092
EX1903L1,782.229,11.5035,4.028248,35.4058,1030.5102,3.8147
EX1903L1,782.342,11.5034,4.02822,35.4057,1030.5107,3.8094
EX1903L1,782.319,11.5032,4.028185,35.4055,1030.5105,3.8143
EX1903L1,782.342,11.5027,4.028151,35.4056,1030.5108,3.8146
EX1903L1,782.431,11.5026,4.028116,35.4054,1030.5111,3.815
EX1903L1,782.401,11.5021,4.028082,35.4055,1030.5115,3.8099
EX1903L1,782.514,11.5017,4.028019,35.4052,1030.5119,3.8097
EX1903L1,782.484,11.501,4.02795,35.4052,1030.5119,3.8095
EX1903L1,782.566,11.5007,4.027936,35.4053,1030.512,3.8095
EX1903L1,782.544,11.5007,4.027902,35.405,1030.5118,3.8095
EX1903L1,782.626,11.5006,4.027923,35.4053,1030.5123,3.8143
EX1903L1,782.679,11.5004,4.027902,35.4052,1030.5128,3.8098
EX1903L1,782.656,11.5006,4.027867,35.4047,1030.5122,3.8155
EX1903L1,782.731,11.5002,4.027881,35.4052,1030.5125,3.8112
EX1903L1,782.709,11.5002,4.027812,35.4045,1030.5127,3.8116
EX1903L1,782.791,11.4996,4.027763,35.4046,1030.5131,3.8113
EX1903L1,782.791,11.499,4.027701,35.4045,1030.5131,3.8119
EX1903L1,782.881,11.4984,4.027556,35.4036,1030.5134,3.8182
EX1903L1,782.844,11.4964,4.027355,35.4035,1030.5134,3.8136
EX1903L1,782.934,11.4951,4.027196,35.4032,1030.5138,3.8138
EX1903L1,782.956,11.4936,4.02703,35.403,1030.5141,3.814
EX1903L1,782.956,11.4919,4.026829,35.4026,1030.5144,3.8143
EX1903L1,783.046,11.4903,4.02667,35.4026,1030.5154,3.8147
EX1903L1,783.068,11.4891,4.026552,35.4026,1030.515,3.8205
EX1903L1,783.046,11.4875,4.026428,35.4028,1030.5151,3.8162
EX1903L1,783.128,11.4862,4.026234,35.4022,1030.516,3.8112
EX1903L1,783.158,11.4855,4.026158,35.4021,1030.5164,3.8164
EX1903L1,783.233,11.4842,4.026068,35.4023,1030.5166,3.817
EX1903L1,783.233,11.4835,4.026019,35.4025,1030.5168,3.8121
EX1903L1,783.271,11.4832,4.02593,35.4019,1030.5169,3.8175
EX1903L1,783.346,11.4822,4.025819,35.4017,1030.5172,3.8183
EX1903L1,783.323,11.4812,4.025701,35.4015,1030.5174,3.8184
EX1903L1,783.346,11.4802,4.025611,35.4016,1030.5177,3.8185
EX1903L1,783.346,11.4792,4.025563,35.4021,1030.5175,3.8186
EX1903L1,783.6,11.4789,4.025528,35.402,1030.5186,3.8142
EX1903L1,783.518,11.4779,4.02539,35.4016,1030.5184,3.8145
EX1903L1,783.548,11.4769,4.025265,35.4013,1030.5184,3.8141
EX1903L1,783.571,11.4752,4.025078,35.401,1030.5191,3.8147
EX1903L1,783.6,11.4736,4.024871,35.4005,1030.5197,3.8145
EX1903L1,783.683,11.4718,4.024719,35.4007,1030.5198,3.8198
EX1903L1,783.683,11.4701,4.024546,35.4006,1030.5201,3.8213
EX1903L1,783.825,11.4684,4.024345,35.4001,1030.5211,3.8167
EX1903L1,783.795,11.4671,4.024193,35.4,1030.5209,3.8167
EX1903L1,783.825,11.4652,4.023978,35.3997,1030.5219,3.8169
EX1903L1,783.908,11.4638,4.023805,35.3992,1030.5221,3.8225
EX1903L1,783.938,11.4619,4.023639,35.3993,1030.5224,3.818
EX1903L1,783.96,11.4604,4.023439,35.3988,1030.5225,3.8174
EX1903L1,784.05,11.4589,4.02328,35.3986,1030.5229,3.8232
EX1903L1,784.073,11.4581,4.023217,35.3988,1030.5229,3.8179
EX1903L1,784.073,11.4574,4.023127,35.3986,1030.5232,3.8182
EX1903L1,784.215,11.4564,4.023107,35.3992,1030.5239,3.8232
EX1903L1,784.185,11.4557,4.023031,35.3991,1030.5235,3.8189
EX1903L1,784.275,11.4547,4.022899,35.3988,1030.5241,3.8248
EX1903L1,784.297,11.4536,4.022761,35.3985,1030.5245,3.8206
EX1903L1,784.327,11.4524,4.02256,35.3976,1030.5245,3.8203
EX1903L1,784.41,11.4506,4.022408,35.3978,1030.525,3.8257
EX1903L1,784.44,11.4489,4.022214,35.3974,1030.5251,3.8208
EX1903L1,784.462,11.4475,4.022007,35.3968,1030.5257,3.8206
EX1903L1,784.575,11.4458,4.021848,35.3968,1030.5262,3.8205
EX1903L1,784.605,11.4443,4.02173,35.397,1030.5266,3.8213
EX1903L1,784.635,11.4431,4.021606,35.3969,1030.5269,3.8158
EX1903L1,784.665,11.4415,4.021412,35.3965,1030.5273,3.8158
EX1903L1,784.739,11.4396,4.02117,35.3959,1030.5276,3.8153
EX1903L1,784.829,11.4377,4.020928,35.3953,1030.5287,3.8147
EX1903L1,784.799,11.4357,4.020658,35.3946,1030.5289,3.8197
EX1903L1,784.882,11.4333,4.020402,35.3943,1030.5296,3.8145
EX1903L1,784.964,11.4306,4.020188,35.3947,1030.5297,3.8205
EX1903L1,784.994,11.4288,4.020036,35.3949,1030.5303,3.8155
EX1903L1,785.024,11.4273,4.01987,35.3947,1030.5305,3.8152
EX1903L1,785.137,11.4263,4.019738,35.3943,1030.5313,3.8149
EX1903L1,785.107,11.425,4.019586,35.3941,1030.5312,3.8147
EX1903L1,785.189,11.4235,4.019358,35.3932,1030.531,3.809
EX1903L1,785.271,11.421,4.019116,35.3931,1030.5319,3.8146
EX1903L1,785.242,11.4193,4.018943,35.393,1030.5321,3.8147
EX1903L1,785.384,11.4181,4.01886,35.3934,1030.5329,3.8086
EX1903L1,785.354,11.4175,4.018819,35.3935,1030.5329,3.8134
EX1903L1,785.444,11.417,4.018784,35.3936,1030.5331,3.8191
EX1903L1,785.466,11.4164,4.018722,35.3936,1030.533,3.8083
EX1903L1,785.556,11.4159,4.018667,35.3934,1030.5334,3.8079
EX1903L1,785.526,11.4155,4.018591,35.3931,1030.5333,3.8075
EX1903L1,785.609,11.4146,4.018438,35.3924,1030.5334,3.8128
EX1903L1,785.691,11.4129,4.018259,35.3923,1030.5342,3.808
EX1903L1,785.721,11.4114,4.018072,35.3919,1030.5342,3.8079
EX1903L1,785.691,11.4105,4.017906,35.3911,1030.5347,3.8071
EX1903L1,785.804,11.4089,4.017788,35.3914,1030.5352,3.8064
EX1903L1,785.834,11.4076,4.017664,35.3913,1030.5358,3.8057
EX1903L1,785.856,11.4067,4.017588,35.3915,1030.5357,3.805
EX1903L1,785.946,11.4053,4.017401,35.3909,1030.536,3.8045
EX1903L1,785.916,11.4039,4.017263,35.3909,1030.5359,3.8048
EX1903L1,786.058,11.4029,4.017139,35.3906,1030.5369,3.8108
EX1903L1,785.969,11.402,4.017083,35.3909,1030.5363,3.8112
EX1903L1,786.058,11.4015,4.017097,35.3914,1030.5372,3.8117
EX1903L1,786.141,11.4014,4.017076,35.3914,1030.5372,3.8067
EX1903L1,786.163,11.4011,4.017028,35.3912,1030.5374,3.8073
EX1903L1,786.141,11.4007,4.016952,35.3908,1030.5376,3.8071
EX1903L1,786.223,11.4001,4.016904,35.3909,1030.5374,3.8125
EX1903L1,786.246,11.3994,4.016793,35.3904,1030.5375,3.8087
EX1903L1,786.276,11.3984,4.016682,35.3902,1030.538,3.8088
EX1903L1,786.306,11.3971,4.016516,35.3899,1030.538,3.8035
EX1903L1,786.336,11.3961,4.01642,35.3898,1030.5384,3.8094
EX1903L1,786.358,11.3947,4.016198,35.3889,1030.5388,3.8099
EX1903L1,786.388,11.3935,4.016026,35.3884,1030.5391,3.8113
EX1903L1,786.418,11.3919,4.015908,35.3887,1030.5394,3.8063
EX1903L1,786.501,11.3909,4.015804,35.3886,1030.5394,3.8117
EX1903L1,786.471,11.3903,4.015708,35.3882,1030.5399,3.8132
EX1903L1,786.501,11.3892,4.015597,35.3882,1030.5399,3.8084
EX1903L1,786.583,11.3887,4.015542,35.3882,1030.5402,3.8085
EX1903L1,786.561,11.3874,4.015383,35.3878,1030.5404,3.8143
EX1903L1,786.643,11.3858,4.015141,35.3869,1030.5408,3.81
EX1903L1,786.613,11.3836,4.014843,35.3861,1030.5406,3.8096
EX1903L1,786.695,11.3806,4.014477,35.3853,1030.5417,3.8096
EX1903L1,786.666,11.3766,4.014042,35.3848,1030.5419,3.815
EX1903L1,786.748,11.3728,4.013613,35.3841,1030.5426,3.8103
EX1903L1,786.778,11.3702,4.013323,35.3838,1030.5431,3.8056
EX1903L1,786.748,11.3677,4.013136,35.3843,1030.5431,3.8102
EX1903L1,786.838,11.3651,4.012832,35.3838,1030.5437,3.8056
EX1903L1,786.808,11.3632,4.012666,35.3839,1030.5438,3.8103
EX1903L1,786.89,11.3619,4.012563,35.3841,1030.5442,3.805
EX1903L1,786.86,11.3608,4.012459,35.3842,1030.5443,3.8045
EX1903L1,786.95,11.3602,4.012452,35.3846,1030.5447,3.8096
EX1903L1,786.973,11.3599,4.012438,35.3848,1030.5448,3.8091
EX1903L1,787.003,11.3594,4.012431,35.3852,1030.5451,3.804
EX1903L1,787.033,11.359,4.012376,35.385,1030.5451,3.8093
EX1903L1,787.003,11.3587,4.012383,35.3853,1030.545,3.809
EX1903L1,787.145,11.3585,4.012286,35.3845,1030.5455,3.8042
EX1903L1,787.115,11.3577,4.012203,35.3845,1030.5453,3.8104
EX1903L1,787.145,11.3576,4.012155,35.3841,1030.5457,3.8048
EX1903L1,787.168,11.3567,4.0121,35.3844,1030.5455,3.8096
EX1903L1,787.25,11.3559,4.011982,35.384,1030.5462,3.8042
EX1903L1,787.28,11.355,4.011809,35.3831,1030.5463,3.8044
EX1903L1,787.25,11.3537,4.01172,35.3834,1030.546,3.8094
EX1903L1,787.34,11.3529,4.011616,35.3832,1030.5463,3.8043
EX1903L1,787.31,11.3524,4.011588,35.3834,1030.5463,3.8039
EX1903L1,787.453,11.3519,4.011616,35.384,1030.547,3.8037
EX1903L1,787.423,11.3507,4.011388,35.3829,1030.5474,3.8035
EX1903L1,787.453,11.3479,4.010973,35.3815,1030.5481,3.8035
EX1903L1,787.535,11.3441,4.010614,35.3815,1030.5491,3.7982
EX1903L1,787.557,11.3406,4.010179,35.3806,1030.5496,3.7975
EX1903L1,787.587,11.3365,4.009688,35.3797,1030.5504,3.8033
EX1903L1,787.617,11.3325,4.009308,35.3797,1030.5508,3.8046
EX1903L1,787.647,11.3293,4.008997,35.3796,1030.5517,3.8058
EX1903L1,787.73,11.3271,4.008852,35.3802,1030.5521,3.8063
EX1903L1,787.76,11.3255,4.008735,35.3806,1030.5525,3.8012
EX1903L1,787.73,11.3247,4.008666,35.3807,1030.5523,3.8064
EX1903L1,787.865,11.3235,4.008535,35.3805,1030.5533,3.8024
EX1903L1,787.842,11.3226,4.008479,35.3809,1030.5531,3.8022
EX1903L1,787.925,11.3219,4.008438,35.3811,1030.5534,3.8078
EX1903L1,787.955,11.3214,4.008334,35.3805,1030.5534,3.8023
EX1903L1,787.977,11.3206,4.008217,35.3801,1030.5538,3.8025
EX1903L1,788.007,11.3196,4.008141,35.3803,1030.554,3.8028
EX1903L1,788.09,11.3191,4.008093,35.3803,1030.5542,3.8087
EX1903L1,788.12,11.3182,4.00801,35.3802,1030.5543,3.7981
EX1903L1,788.172,11.3176,4.007927,35.38,1030.5546,3.8033
EX1903L1,788.202,11.3168,4.007892,35.3804,1030.5548,3.8039
EX1903L1,788.232,11.3169,4.007872,35.3801,1030.5551,3.8092
EX1903L1,788.314,11.3166,4.007803,35.3797,1030.5551,3.8044
EX1903L1,788.344,11.3157,4.00772,35.3796,1030.5555,3.7997
EX1903L1,788.427,11.3151,4.007602,35.3791,1030.5562,3.8102
EX1903L1,788.397,11.3139,4.007485,35.379,1030.5556,3.8056
EX1903L1,788.479,11.3133,4.007409,35.3789,1030.5561,3.8003
EX1903L1,788.509,11.3123,4.007333,35.379,1030.5562,3.8006
EX1903L1,788.652,11.3114,4.007271,35.3792,1030.5568,3.8059
EX1903L1,788.622,11.3113,4.007222,35.3789,1030.5568,3.8055
EX1903L1,788.652,11.3106,4.007216,35.3794,1030.5573,3.8061
EX1903L1,788.787,11.3108,4.007188,35.3789,1030.5575,3.8003
EX1903L1,788.764,11.3106,4.00716,35.3788,1030.5581,3.8057
EX1903L1,788.846,11.3103,4.007091,35.3784,1030.5579,3.8
EX1903L1,788.846,11.3096,4.007077,35.3789,1030.5581,3.7991
EX1903L1,788.981,11.3095,4.007022,35.3784,1030.5582,3.7992
EX1903L1,788.951,11.3095,4.007008,35.3783,1030.5583,3.7994
EX1903L1,789.041,11.3088,4.006953,35.3784,1030.5589,3.8043
EX1903L1,789.064,11.308,4.006808,35.3777,1030.5588,3.7944
EX1903L1,789.154,11.3068,4.006705,35.3778,1030.5595,3.794
EX1903L1,789.236,11.3056,4.006566,35.3775,1030.5596,3.8041
EX1903L1,789.206,11.3045,4.006463,35.3776,1030.5602,3.8056
EX1903L1,789.349,11.3033,4.006263,35.3767,1030.5607,3.8008
EX1903L1,789.206,11.302,4.006104,35.3764,1030.5601,3.8016
EX1903L1,789.513,11.3006,4.005986,35.3764,1030.5617,3.8018
EX1903L1,789.453,11.2993,4.005828,35.3761,1030.5617,3.8019
EX1903L1,789.483,11.2982,4.005765,35.3766,1030.5621,3.7974
EX1903L1,789.566,11.2977,4.005724,35.3766,1030.5622,3.8024
EX1903L1,789.596,11.2967,4.005634,35.3767,1030.5624,3.8028
EX1903L1,789.678,11.2962,4.005558,35.3763,1030.5628,3.8031
EX1903L1,789.708,11.2955,4.005517,35.3766,1030.5633,3.7981
EX1903L1,789.738,11.2952,4.00551,35.3768,1030.5632,3.7979
EX1903L1,789.791,11.2947,4.005482,35.3769,1030.5635,3.7969
EX1903L1,789.873,11.2947,4.00542,35.3763,1030.5643,3.796
EX1903L1,789.903,11.2945,4.005455,35.3768,1030.5643,3.8014
EX1903L1,789.933,11.2947,4.005448,35.3765,1030.5641,3.7968
EX1903L1,790.016,11.2945,4.005441,35.3766,1030.5646,3.7969
EX1903L1,790.046,11.2945,4.005413,35.3763,1030.5648,3.7972
EX1903L1,790.016,11.294,4.005351,35.3762,1030.5645,3.7966
EX1903L1,790.158,11.2936,4.005337,35.3765,1030.5651,3.8026
EX1903L1,790.293,11.2936,4.00531,35.3761,1030.5659,3.7976
EX1903L1,790.24,11.2929,4.005248,35.3762,1030.5657,3.7973
EX1903L1,790.27,11.2924,4.005206,35.3763,1030.5664,3.7924
EX1903L1,790.293,11.2921,4.005199,35.3765,1030.5661,3.7971
EX1903L1,790.435,11.2919,4.005199,35.3766,1030.5668,3.7971
EX1903L1,790.405,11.2915,4.005144,35.3764,1030.5668,3.7915
EX1903L1,790.458,11.2912,4.00513,35.3765,1030.5668,3.7972
EX1903L1,790.488,11.291,4.005151,35.3769,1030.5669,3.7911
EX1903L1,790.518,11.2912,4.005137,35.3765,1030.5671,3.7961
EX1903L1,790.6,11.2912,4.005103,35.3762,1030.5675,3.791
EX1903L1,790.63,11.291,4.005144,35.3768,1030.5675,3.7915
EX1903L1,790.66,11.2909,4.005054,35.376,1030.5678,3.7913
EX1903L1,790.742,11.2909,4.005075,35.3762,1030.5679,3.7903
EX1903L1,790.743,11.2906,4.005068,35.3764,1030.568,3.7966
EX1903L1,790.825,11.2906,4.005034,35.376,1030.5687,3.792
EX1903L1,790.795,11.2904,4.004992,35.3758,1030.5683,3.7913
EX1903L1,790.877,11.2902,4.004986,35.3759,1030.5685,3.7907
EX1903L1,790.907,11.2901,4.004986,35.376,1030.5687,3.791
EX1903L1,790.907,11.2897,4.00493,35.3758,1030.5689,3.797
EX1903L1,790.99,11.2896,4.004917,35.3757,1030.569,3.7927
EX1903L1,791.02,11.2892,4.004917,35.3761,1030.5693,3.7925
EX1903L1,791.05,11.2896,4.004944,35.376,1030.5692,3.7931
EX1903L1,791.132,11.2897,4.004951,35.3759,1030.5698,3.793
EX1903L1,791.102,11.2897,4.004951,35.3759,1030.5699,3.7874
EX1903L1,791.132,11.2897,4.004923,35.3756,1030.5698,3.7867
EX1903L1,791.245,11.2896,4.004917,35.3756,1030.5701,3.786
EX1903L1,791.215,11.2896,4.004917,35.3757,1030.5702,3.7918
EX1903L1,791.297,11.2892,4.004917,35.3759,1030.5705,3.7858
EX1903L1,791.275,11.2891,4.004896,35.3759,1030.5704,3.7901
EX1903L1,791.35,11.2888,4.004854,35.3757,1030.5702,3.7914
EX1903L1,791.41,11.2886,4.004827,35.3756,1030.5709,3.7873
EX1903L1,791.38,11.2882,4.004785,35.3756,1030.5708,3.7928
EX1903L1,791.462,11.2884,4.004779,35.3753,1030.5712,3.7936
EX1903L1,791.492,11.2882,4.004779,35.3754,1030.5713,3.7889
EX1903L1,791.522,11.2882,4.004779,35.3754,1030.5715,3.7945
EX1903L1,791.575,11.2882,4.004723,35.3749,1030.5717,3.7892
EX1903L1,791.552,11.2879,4.00473,35.3753,1030.5714,3.7894
EX1903L1,791.687,11.2881,4.004689,35.3746,1030.5718,3.7898
EX1903L1,791.664,11.2874,4.00462,35.3746,1030.5723,3.7903
EX1903L1,791.687,11.2868,4.004606,35.375,1030.5724,3.7955
EX1903L1,791.747,11.2869,4.004606,35.3749,1030.5724,3.7906
EX1903L1,791.777,11.2866,4.004551,35.3747,1030.5726,3.7904
EX1903L1,791.799,11.2861,4.004509,35.3747,1030.5729,3.7903
EX1903L1,791.829,11.2859,4.004523,35.375,1030.5728,3.7911
EX1903L1,791.852,11.2857,4.004537,35.3753,1030.5732,3.7912
EX1903L1,791.964,11.2854,4.004509,35.3752,1030.5738,3.7914
EX1903L1,791.942,11.2857,4.004475,35.3746,1030.5737,3.7916
EX1903L1,791.964,11.2856,4.004544,35.3754,1030.5734,3.7974
EX1903L1,792.024,11.2856,4.004544,35.3754,1030.5738,3.7938
EX1903L1,792.054,11.2857,4.004509,35.3749,1030.5741,3.7942
EX1903L1,792.077,11.2851,4.00442,35.3746,1030.5743,3.7947
EX1903L1,792.107,11.2846,4.004337,35.3743,1030.5738,3.7999
EX1903L1,792.137,11.2841,4.004268,35.374,1030.5743,3.7957
EX1903L1,792.242,11.2841,4.004254,35.3739,1030.5749,3.8019
EX1903L1,792.167,11.2833,4.00415,35.3737,1030.5744,3.797
EX1903L1,792.242,11.2823,4.00404,35.3735,1030.575,3.7978
EX1903L1,792.332,11.2816,4.003985,35.3735,1030.5754,3.7978
EX1903L1,792.302,11.2813,4.003999,35.374,1030.5756,3.7986
EX1903L1,792.354,11.2811,4.004012,35.3743,1030.5759,3.7986
EX1903L1,792.392,11.2811,4.003909,35.3732,1030.5759,3.8042
EX1903L1,792.414,11.2795,4.003688,35.3726,1030.5756,3.7995
EX1903L1,792.467,11.2775,4.003439,35.372,1030.5762,3.7998
EX1903L1,792.497,11.276,4.003281,35.3719,1030.5769,3.801
EX1903L1,792.527,11.2745,4.003087,35.3714,1030.5776,3.8069
EX1903L1,792.557,11.2717,4.002797,35.3712,1030.5778,3.8079
EX1903L1,792.639,11.2697,4.002625,35.3713,1030.5782,3.8035
EX1903L1,792.579,11.2681,4.002369,35.3704,1030.5779,3.8094
EX1903L1,792.669,11.2656,4.002086,35.3699,1030.5785,3.8059
EX1903L1,792.744,11.2629,4.00172,35.3688,1030.5793,3.8065
EX1903L1,792.744,11.2588,4.001216,35.3678,1030.5793,3.807
EX1903L1,792.781,11.2545,4.000754,35.3673,1030.5804,3.8078
EX1903L1,792.804,11.2505,4.000395,35.3675,1030.581,3.8086
EX1903L1,792.894,11.2479,4.000181,35.3679,1030.5818,3.814
EX1903L1,792.916,11.2454,3.999919,35.3677,1030.5824,3.809
EX1903L1,792.916,11.2434,3.999829,35.3686,1030.5825,3.8031
EX1903L1,792.946,11.2426,3.999746,35.3686,1030.5828,3.8083
EX1903L1,793.029,11.2419,3.999725,35.369,1030.5831,3.808
EX1903L1,793.081,11.2412,3.999636,35.3687,1030.5832,3.814
EX1903L1,793.111,11.2406,3.999567,35.3686,1030.5839,3.8098
EX1903L1,793.081,11.2398,3.999491,35.3687,1030.5834,3.8094
EX1903L1,793.224,11.2394,3.999443,35.3685,1030.584,3.8099
EX1903L1,793.194,11.2387,3.99936,35.3683,1030.5842,3.8104
EX1903L1,793.246,11.2382,3.999284,35.368,1030.5841,3.8046
EX1903L1,793.336,11.2376,3.999291,35.3687,1030.5845,3.81
EX1903L1,793.306,11.2373,3.999222,35.3683,1030.5844,3.8097
EX1903L1,793.418,11.2366,3.999173,35.3684,1030.5847,3.8096
EX1903L1,793.448,11.2361,3.999084,35.368,1030.5854,3.815
EX1903L1,793.471,11.2354,3.99898,35.3676,1030.5855,3.81
EX1903L1,793.531,11.2345,3.998932,35.368,1030.5859,3.8162
EX1903L1,793.561,11.234,3.998842,35.3676,1030.586,3.8112
EX1903L1,793.583,11.2333,3.99878,35.3676,1030.5861,3.8054
EX1903L1,793.696,11.2323,3.998697,35.3677,1030.5865,3.81
EX1903L1,793.673,11.2317,3.998594,35.3672,1030.587,3.8098
EX1903L1,793.748,11.2308,3.998539,35.3675,1030.5874,3.8041
EX1903L1,793.786,11.2302,3.998511,35.3678,1030.5876,3.8087
EX1903L1,793.808,11.2296,3.998449,35.3677,1030.5877,3.8085
EX1903L1,793.921,11.2296,3.998477,35.368,1030.5886,3.8037
EX1903L1,793.951,11.229,3.998449,35.3683,1030.5886,3.8082
EX1903L1,793.973,11.2288,3.998408,35.368,1030.5887,3.8081
EX1903L1,794.033,11.2284,3.998345,35.3678,1030.5886,3.8025
EX1903L1,794.063,11.2278,3.99827,35.3676,1030.5892,3.8025
EX1903L1,794.086,11.2265,3.998132,35.3675,1030.5894,3.8073
EX1903L1,794.138,11.225,3.997925,35.3668,1030.5899,3.8082
EX1903L1,794.228,11.2237,3.997821,35.367,1030.591,3.8084
EX1903L1,794.25,11.2228,3.997752,35.3671,1030.591,3.8084
EX1903L1,794.31,11.2223,3.997738,35.3675,1030.5914,3.8084
EX1903L1,794.34,11.2221,3.997759,35.3679,1030.5913,3.8084
EX1903L1,794.363,11.2219,3.997745,35.3679,1030.5916,3.8084
EX1903L1,794.475,11.2216,3.997711,35.3678,1030.592,3.8038
EX1903L1,794.453,11.2214,3.997676,35.3677,1030.5917,3.803
EX1903L1,794.535,11.221,3.997669,35.3679,1030.5918,3.8023
EX1903L1,794.588,11.2211,3.997669,35.3678,1030.5928,3.8016
EX1903L1,794.618,11.2212,3.99769,35.3679,1030.5926,3.8073
EX1903L1,794.7,11.2209,3.997676,35.368,1030.5933,3.8029
